case_id,step,joint,pytorch_reference,rust_actual,signed_error,abs_error,tolerance,pass
002,0,0,-5.463440895,-5.463443279,-0.000002384,0.000002384,0.000054644,true
002,0,1,24.590629578,24.590644836,0.000015259,0.000015259,0.000245916,true
002,0,2,-29.461856842,-29.461894989,-0.000038147,0.000038147,0.000294629,true
002,0,3,14.637718201,14.637732506,0.000014305,0.000014305,0.000146387,true
002,0,4,-0.347373009,-0.347372293,0.000000715,0.000000715,0.000003484,true
002,0,5,19.363046646,19.363084793,0.000038147,0.000038147,0.000193640,true
002,1,0,-5.392931938,-5.392934799,-0.000002861,0.000002861,0.000053939,true
002,1,1,24.737174988,24.737220764,0.000045776,0.000045776,0.000247382,true
002,1,2,-29.439624786,-29.439571381,0.000053406,0.000053406,0.000294406,true
002,1,3,14.636574745,14.636587143,0.000012398,0.000012398,0.000146376,true
002,1,4,-0.272811890,-0.272810698,0.000001192,0.000001192,0.000002738,true
002,1,5,15.588041306,15.588115692,0.000074387,0.000074387,0.000155890,true
002,2,0,-5.276463509,-5.276462555,0.000000954,0.000000954,0.000052775,true
002,2,1,24.863929749,24.863929749,0.000000000,0.000000000,0.000248649,true
002,2,2,-29.611164093,-29.611156464,0.000007629,0.000007629,0.000296122,true
002,2,3,14.851804733,14.851816177,0.000011444,0.000011444,0.000148528,true
002,2,4,-0.243361235,-0.243361712,-0.000000477,0.000000477,0.000002444,true
002,2,5,11.934856415,11.934917450,0.000061035,0.000061035,0.000119359,true
002,3,0,-5.147764683,-5.147767544,-0.000002861,0.000002861,0.000051488,true
002,3,1,24.809753418,24.809738159,-0.000015259,0.000015259,0.000248108,true
002,3,2,-29.578647614,-29.578670502,-0.000022888,0.000022888,0.000295796,true
002,3,3,14.979804039,14.979813576,0.000009537,0.000009537,0.000149808,true
002,3,4,-0.197961807,-0.197960377,0.000001431,0.000001431,0.000001990,true
002,3,5,7.321666718,7.321758270,0.000091553,0.000091553,0.000073227,false
