case_id,step,joint,pytorch_reference,rust_actual,signed_error,abs_error,tolerance,pass
003,0,0,-3.105345726,-3.105342150,0.000003576,0.000003576,0.000031063,true
003,0,1,11.489082336,11.489074707,-0.000007629,0.000007629,0.000114901,true
003,0,2,-82.652374268,-82.652343750,0.000030518,0.000030518,0.000826534,true
003,0,3,103.143707275,103.143745422,0.000038147,0.000038147,0.001031447,true
003,0,4,-8.961112976,-8.961116791,-0.000003815,0.000003815,0.000089621,true
003,0,5,-0.044658661,-0.044689178,-0.000030518,0.000030518,0.000000457,false
003,1,0,-3.098164558,-3.098159313,0.000005245,0.000005245,0.000030992,true
003,1,1,11.063583374,11.063575745,-0.000007629,0.000007629,0.000110646,true
003,1,2,-81.603225708,-81.603088379,0.000137329,0.000137329,0.000816042,true
003,1,3,103.110572815,103.110557556,-0.000015259,0.000015259,0.001031116,true
003,1,4,-9.157198906,-9.157199860,-0.000000954,0.000000954,0.000091582,true
003,1,5,-0.111103058,-0.111133575,-0.000030518,0.000030518,0.000001121,false
003,2,0,-3.074999332,-3.074995041,0.000004292,0.000004292,0.000030760,true
003,2,1,10.515258789,10.515235901,-0.000022888,0.000022888,0.000105163,true
003,2,2,-80.694671631,-80.694625854,0.000045776,0.000045776,0.000806957,true
003,2,3,103.143203735,103.143203735,0.000000000,0.000000000,0.001031442,true
003,2,4,-9.293228149,-9.293228149,0.000000000,0.000000000,0.000092942,true
003,2,5,-0.301765442,-0.301761627,0.000003815,0.000003815,0.000003028,false
003,3,0,-2.930623055,-2.930618763,0.000004292,0.000004292,0.000029316,true
003,3,1,8.939125061,8.939086914,-0.000038147,0.000038147,0.000089401,true
003,3,2,-78.111282349,-78.111282349,0.000000000,0.000000000,0.000781123,true
003,3,3,103.059432983,103.059341431,-0.000091553,0.000091553,0.001030604,true
003,3,4,-9.475398064,-9.475404739,-0.000006676,0.000006676,0.000094764,true
003,3,5,-0.333553314,-0.333553314,0.000000000,0.000000000,0.000003346,true
003,4,0,-2.650564909,-2.650558472,0.000006437,0.000006437,0.000026516,true
003,4,1,6.392993927,6.392990112,-0.000003815,0.000003815,0.000063940,true
003,4,2,-74.550003052,-74.549835205,0.000167847,0.000167847,0.000745510,true
003,4,3,102.918571472,102.918617249,0.000045776,0.000045776,0.001029196,true
003,4,4,-9.764556885,-9.764564514,-0.000007629,0.000007629,0.000097656,true
003,4,5,-0.487743378,-0.487743378,0.000000000,0.000000000,0.000004887,true
003,5,0,-2.474637747,-2.474628448,0.000009298,0.000009298,0.000024756,true
003,5,1,4.495399475,4.495349884,-0.000049591,0.000049591,0.000044964,false
003,5,2,-71.618240356,-71.618194580,0.000045776,0.000045776,0.000716192,true
003,5,3,102.814445496,102.814453125,0.000007629,0.000007629,0.001028154,true
003,5,4,-10.048755646,-10.048765182,-0.000009537,0.000009537,0.000100498,true
003,5,5,-0.521629333,-0.521606445,0.000022888,0.000022888,0.000005226,false
003,6,0,-2.309324980,-2.309319019,0.000005960,0.000005960,0.000023103,true
003,6,1,2.728923798,2.728874207,-0.000049591,0.000049591,0.000027299,false
003,6,2,-69.103057861,-69.102951050,0.000106812,0.000106812,0.000691041,true
003,6,3,102.777366638,102.777366638,0.000000000,0.000000000,0.001027784,true
003,6,4,-10.171787262,-10.171790123,-0.000002861,0.000002861,0.000101728,true
003,6,5,-0.600681305,-0.600677490,0.000003815,0.000003815,0.000006017,true
003,7,0,-2.051304340,-2.051300049,0.000004292,0.000004292,0.000020523,true
003,7,1,-1.058589935,-1.058616638,-0.000026703,0.000026703,0.000010596,false
003,7,2,-63.827503204,-63.827541351,-0.000038147,0.000038147,0.000638285,true
003,7,3,102.798622131,102.798606873,-0.000015259,0.000015259,0.001027996,true
003,7,4,-10.841685295,-10.841680527,0.000004768,0.000004768,0.000108427,true
003,7,5,-0.553146362,-0.553150177,-0.000003815,0.000003815,0.000005541,true
003,8,0,-1.958899021,-1.958897829,0.000001192,0.000001192,0.000019599,true
003,8,1,-3.825004578,-3.824981689,0.000022888,0.000022888,0.000038260,true
003,8,2,-59.759777069,-59.759738922,0.000038147,0.000038147,0.000597608,true
003,8,3,102.863548279,102.863525391,-0.000022888,0.000022888,0.001028645,true
003,8,4,-11.558721542,-11.558727264,-0.000005722,0.000005722,0.000115597,true
003,8,5,-0.437831879,-0.437828064,0.000003815,0.000003815,0.000004388,true
003,9,0,-1.821947098,-1.821944952,0.000002146,0.000002146,0.000018229,true
003,9,1,-6.914867401,-6.914909363,-0.000041962,0.000041962,0.000069159,true
003,9,2,-55.610729218,-55.610652924,0.000076294,0.000076294,0.000556117,true
003,9,3,102.797004700,102.797058105,0.000053406,0.000053406,0.001027980,true
003,9,4,-11.849650383,-11.849653244,-0.000002861,0.000002861,0.000118507,true
003,9,5,-0.331375122,-0.331398010,-0.000022888,0.000022888,0.000003324,false
003,10,0,-1.846945047,-1.846943855,0.000001192,0.000001192,0.000018479,true
003,10,1,-7.818038940,-7.818077087,-0.000038147,0.000038147,0.000078190,true
003,10,2,-54.262752533,-54.262722015,0.000030518,0.000030518,0.000542638,true
003,10,3,102.750343323,102.750381470,0.000038147,0.000038147,0.001027513,true
003,10,4,-11.929482460,-11.929488182,-0.000005722,0.000005722,0.000119305,true
